,title,price,link
102,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322...,"₹41,990",/asus-vivobook-ultra-k15-oled-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l322ws-thin-light-laptop/p/itm7495291b310b7?pid=COMGD2ZRVXYM4QPW&lid=LSTCOMGD2ZRVXYM4QPWJLR4JR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_103&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGD2ZRVXYM4QPW.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
103,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_104&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz4yAH7R%2FIW3R8YP3X%2F0wzwYL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
104,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,"₹42,890",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l302ws-thin-light-laptop/p/itmb768764e55ddd?pid=COMG87FFTTGFCKBS&lid=LSTCOMG87FFTTGFCKBS21FXQR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_105&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG87FFTTGFCKBS.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
105,MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,"₹1,16,890",/msi-crosshair-15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-897in-gaming-laptop/p/itmd196e45647125?pid=COMGGZ23YABHSNDH&lid=LSTCOMGGZ23YABHSNDHKUD5XA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_106&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGGZ23YABHSNDH.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
106,SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN Thin and Ligh...,"₹55,990",/samsung-galaxy-book2-core-i5-12th-gen-8-gb-256-gb-ssd-windows-11-home-np750xed-kb1in-thin-light-laptop/p/itm3aeeb3d48aca2?pid=COMGE82NKVHVFM7H&lid=LSTCOMGE82NKVHVFM7H0YDQUZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_107&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGE82NKVHVFM7H.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
107,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_108&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz6vww8fO8%2FRk4P0DCf0xyk6DgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
108,ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Lapto...,"₹32,990",/asus-vivobook-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-x415ea-ek342ws-thin-light-laptop/p/itm1d10af79cb173?pid=COMGBHPFAFAWGKHE&lid=LSTCOMGBHPFAFAWGKHEZLNX0L&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_109&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGBHPFAFAWGKHE.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
109,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"₹1,06,890",/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEWZL2XD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_110&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMFXEKM8GQJW5DE.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
110,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,"₹1,02,890",/apple-macbook-air-m1-16-gb-256-gb-ssd-mac-os-big-sur-z124j001kd/p/itm99fb41e01ea8a?pid=COMG9UD4KTCKZ8GU&lid=LSTCOMG9UD4KTCKZ8GUNYJRSI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_111&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG9UD4KTCKZ8GU.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
111,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_112&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz7iIPDyqek1App6f9YJzh8TvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
112,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,"₹45,890",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l312ws-thin-light-laptop/p/itm43432ba02fc87?pid=COMG87FFHXJHKNE8&lid=LSTCOMG87FFHXJHKNE823JHOH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_113&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG87FFHXJHKNE8.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
113,DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹36,990",/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_114&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG9NYDK7VGYKU4.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
114,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,"₹37,890",/nokia-purebook-x14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-nki510ul85s-thin-light-laptop/p/itmdc10c8866a3a4?pid=COMFUJ4NXDKZ4VFN&lid=LSTCOMFUJ4NXDKZ4VFNROFWVT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_115&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMFUJ4NXDKZ4VFN.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
115,Lenovo IdeaPad 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,"₹51,990",/lenovo-ideapad-3-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm496ac469abb9e?pid=COMGFM5BHPZWTFST&lid=LSTCOMGFM5BHPZWTFSTRRCS5G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_116&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz7lHafgaoUaszPcYOWto1MIul5JO0vA%2BNes7IY7%2B9G57g%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
116,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹63,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itm862099f931fb1?pid=COMGEMAYVEKWBVZB&lid=LSTCOMGEMAYVEKWBVZBCAMZTA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_117&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGEMAYVEKWBVZB.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
117,ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook,"₹37,890",/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFAHBZXWN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_118&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
118,ASUS Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-BQ...,"₹51,890",/asus-vivobook-15-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-x515ep-bq512ts-thin-light-laptop/p/itmef3c860554442?pid=COMG798RNM8SMKFD&lid=LSTCOMG798RNM8SMKFDOHSVRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_119&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG798RNM8SMKFD.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
119,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_120&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz4v2dNTutLAy3CIzGO25xiWcRe85G8DPL7dNHZivc46vQ%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
120,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹59,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itmdfd2ae83ba0ec?pid=COMGEMAYUDWNRA3V&lid=LSTCOMGEMAYUDWNRA3VIITNGU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_121&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGEMAYUDWNRA3V.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
121,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹63,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itm862099f931fb1?pid=COMGEMAYVEKWBVZB&lid=LSTCOMGEMAYVEKWBVZBCAMZTA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_122&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGEMAYVEKWBVZB.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
122,ASUS Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-BQ...,"₹51,890",/asus-vivobook-15-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-x515ep-bq512ts-thin-light-laptop/p/itmef3c860554442?pid=COMG798RNM8SMKFD&lid=LSTCOMG798RNM8SMKFDOHSVRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_123&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMG798RNM8SMKFD.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
123,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_124&otracker=search&fm=organic&iid=en_HBprX%2BtZUisQHkmyZxI7ldl5Rbmj9AX6AujGfjt8IPSYhpo%2FPyZImB0DaZroolKpIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
124,ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook,"₹37,890",/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFAHBZXWN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_125&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
125,HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lapt...,"₹75,968",/hp-pavilion-x360-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-ek0074tu-thin-light-laptop/p/itm304596eaba386?pid=COMGH7VYRA4HRGYK&lid=LSTCOMGH7VYRA4HRGYKS3DJLN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_126&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGH7VYRA4HRGYK.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
126,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"₹1,06,890",/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12a000d3/p/itma083279847e6a?pid=COMG4ZYZH9GZU6UD&lid=LSTCOMG4ZYZH9GZU6UDAFFVPJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_127&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMG4ZYZH9GZU6UD.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
127,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_128&otracker=search&fm=organic&iid=en_HBprX%2BtZUisQHkmyZxI7ldl5Rbmj9AX6AujGfjt8IPTs6Zd7iwAooubVQpV4CNmCL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
128,HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop,"₹55,290",/hp-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fy5001tu-thin-light-laptop/p/itmd18a8d25da52d?pid=COMGEU3BTEWFSAHF&lid=LSTCOMGEU3BTEWFSAHFXBO3GG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_129&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGEU3BTEWFSAHF.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
129,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"₹58,890",/asus-vivobook-k15-oled-ryzen-7-octa-core-amd-r7-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l713ws-thin-light-laptop/p/itmb3a48eb017e5c?pid=COMGB6DZKZZVUQSW&lid=LSTCOMGB6DZKZZVUQSWWWGAPR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_130&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGB6DZKZZVUQSW.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
130,ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,"₹22,990",/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_131&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
131,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_132&otracker=search&fm=organic&iid=en_HBprX%2BtZUisQHkmyZxI7ldl5Rbmj9AX6AujGfjt8IPSS3LPXdzVNc3jlpavYvnGEDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
132,HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Lap...,"₹51,999",/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15-eh1101au-thin-light-laptop/p/itmbbe1a7a3f907e?pid=COMG67BXFFXYZSMZ&lid=LSTCOMG67BXFFXYZSMZEBZDME&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMG67BXFFXYZSMZ.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
133,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹80,990",/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9OQOW5D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGFYQZBR2MS4B9.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
134,DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"₹35,990",/dell-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-vostro-3420-notebook/p/itm148beffe7300e?pid=COMGFPEHZGNAGD3F&lid=LSTCOMGFPEHZGNAGD3FIKF36S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGFPEHZGNAGD3F.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
135,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=en_HBprX%2BtZUisQHkmyZxI7ldl5Rbmj9AX6AujGfjt8IPQlXkgtq3JK43JSPheXlFxMvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
136,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1003AU Thin and Light Laptop,"₹48,890",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-14s-fy1003au-thin-light-laptop/p/itm0da2f0fc45d99?pid=COMGG3S9HWSFYNHW&lid=LSTCOMGG3S9HWSFYNHWUE3QX5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGG3S9HWSFYNHW.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
137,acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"₹33,390",/acer-aspire-3-ryzen-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itmb8fe582c41a06?pid=COMGBF6ZPSEYQ4Z3&lid=LSTCOMGBF6ZPSEYQ4Z39H0L9G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_138&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGBF6ZPSEYQ4Z3.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
138,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"₹17,990",/asus-2022-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-br1100cka-gj0722w-laptop/p/itm6c9997bdb0736?pid=COMGCV52YQN8Q2VY&lid=LSTCOMGCV52YQN8Q2VYFUEN82&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_139&otracker=search&fm=organic&iid=cdf9ef67-6a5b-4682-9686-739efd6e6e38.COMGCV52YQN8Q2VY.SEARCH&ppt=None&ppn=None&ssid=yn0j5veps00000001663997137497&qH=c06ea84a1e3dc3c6
